organization_name,organization_user_name,organization_github_url,organization_website,location_city,location_country,form_of_organization,organization_avatar,organization_public_repos,organization_created,organization_last_update,rubric
LBL-EESA,LBL-EESA,https://github.com/LBL-EESA,http://eesa.lbl.gov/,"Berkeley, CA",USA,government agency,https://avatars.githubusercontent.com/u/15636701?v=4,9,2015-11-03 17:57,2021-11-19 20:26,
,modflowpy,https://github.com/modflowpy,,,USA,government agency,https://avatars.githubusercontent.com/u/10146746?v=4,3,2014-12-10 20:36,2021-11-18 14:07,
Modeling and Meteorology Branch of the California Air Resources Board,mmb-carb,https://github.com/mmb-carb,https://www.arb.ca.gov/homepage.htm,"Sacramento, CA",USA,government agency,https://avatars.githubusercontent.com/u/31774095?v=4,4,2017-09-08 16:10,2021-10-18 17:27,
NREL-SIIP,NREL-SIIP,https://github.com/NREL-SIIP,https://www.nrel.gov/analysis/siip.html,"Golden, CO",USA,government agency,https://avatars.githubusercontent.com/u/44615001?v=4,17,2018-10-30 15:55,2021-11-19 19:49,
Sandia National Laboratories Water Power Technologies,SNL-WaterPower,https://github.com/SNL-WaterPower,http://energy.sandia.gov/energy/renewable-energy/water-power/,"Albuquerque, NM",USA,government agency,https://avatars.githubusercontent.com/u/5272629?v=4,13,2013-08-20 19:17,2021-11-17 19:27,
Model for Prediction Across Scales ,MPAS-Dev,https://github.com/MPAS-Dev,https://ncar.ucar.edu/what-we-offer/models/model-prediction-across-scales-mpas,,USA,government agency,https://avatars.githubusercontent.com/u/4063217?v=4,15,2013-04-04 21:24,2021-11-19 17:47,
R4SS,r4ss,https://github.com/r4ss,https://www.fisheries.noaa.gov/,,USA,government agency,https://avatars.githubusercontent.com/u/6178431?v=4,4,2013-12-13 12:55,2021-11-19 20:21,
OpenFAST,OpenFAST,https://github.com/OpenFAST,https://openfast.readthedocs.io,,USA,government agency,https://avatars.githubusercontent.com/u/15838605?v=4,6,2015-11-13 20:08,2021-11-19 21:14,
advanced network science initiative,lanl-ansi,https://github.com/lanl-ansi,https://lanl-ansi.github.io/,"Los Alamos, NM",USA,government agency,https://avatars.githubusercontent.com/u/17053288?v=4,68,2016-02-03 20:22,2021-11-18 23:13,
NOAA - Geophysical Fluid Dynamics Laboratory,NOAA-GFDL,https://github.com/NOAA-GFDL,www.gfdl.noaa.gov,"Princeton, NJ",USA,government agency,https://avatars.githubusercontent.com/u/11219395?v=4,43,2015-02-26 21:54,2021-11-18 14:12,
,NOAA-OWP,https://github.com/NOAA-OWP,https://water.noaa.gov/,,USA,government agency,https://avatars.githubusercontent.com/u/60660814?v=4,18,2020-02-04 15:16,2021-11-19 19:47,
Sandia National Laboratories,sandialabs,https://github.com/sandialabs,https://software.sandia.gov,,USA,government agency,https://avatars.githubusercontent.com/u/4993680?v=4,132,2013-07-12 01:06,2021-11-19 20:00,
NGEE-Tropics,NGEET,https://github.com/NGEET,http://ngee-tropics.lbl.gov/,,USA,government agency,https://avatars.githubusercontent.com/u/14792952?v=4,12,2015-09-22 18:58,2021-11-18 20:06,
U.S. Environmental Protection Agency,USEPA,https://github.com/USEPA,www.epa.gov,,USA,government agency,https://avatars.githubusercontent.com/u/1304320?v=4,329,2012-01-04 16:28,2021-11-19 23:12,
TDcoSim Team,tdcosim,https://github.com/tdcosim,,"Chicago, IL",USA,government agency,https://avatars.githubusercontent.com/u/52003368?v=4,2,2019-06-19 14:31,2021-10-16 03:43,
NOAA-ORR-ERD,NOAA-ORR-ERD,https://github.com/NOAA-ORR-ERD,response.restoration.noaa.gov,"Seattle, WA",USA,government agency,https://avatars.githubusercontent.com/u/4809476?v=4,46,2013-06-24 23:40,2021-11-10 00:39,
MHKiT,MHKiT-Software,https://github.com/MHKiT-Software,https://mhkit-software.github.io/MHKiT/,,USA,government agency,https://avatars.githubusercontent.com/u/58954145?v=4,3,2019-12-16 19:06,2021-11-19 22:32,
USDA ARS Northwest Watershed Research Center,USDA-ARS-NWRC,https://github.com/USDA-ARS-NWRC,https://www.ars.usda.gov/pacific-west-area/boise-id/northwest-watershed-research-center/,"Boise, ID",USA,government agency,https://avatars.githubusercontent.com/u/31993374?v=4,26,2017-09-15 14:55,2021-11-02 17:21,
,NASA-DEVELOP,https://github.com/NASA-DEVELOP,http://develop.larc.nasa.gov/,,USA,government agency,https://avatars.githubusercontent.com/u/13221515?v=4,45,2015-07-07 14:36,2021-08-31 22:37,
LBNL/UCB - Sustainable Transportation Initiative,LBNL-UCB-STI,https://github.com/LBNL-UCB-STI,https://transportation.lbl.gov/,"Berkeley, CA",USA,government agency,https://avatars.githubusercontent.com/u/26527414?v=4,29,2017-03-19 18:53,2021-11-19 17:51,
,batterysim,https://github.com/batterysim,https://vibe.ornl.gov/,,USA,government agency,https://avatars.githubusercontent.com/u/26285431?v=4,6,2017-03-08 19:41,2021-09-28 02:28,
NOAA Environmental Modeling Center (EMC),NOAA-EMC,https://github.com/NOAA-EMC,http://www.emc.ncep.noaa.gov/,,USA,government agency,https://avatars.githubusercontent.com/u/37810995?v=4,143,2018-03-26 17:17,2021-11-19 18:44,
Program for Climate Model Diagnosis and Intercomparison,PCMDI,https://github.com/PCMDI,http://pcmdi.llnl.gov,,USA,government agency,https://avatars.githubusercontent.com/u/6098305?v=4,35,2013-12-03 19:09,2021-11-19 21:37,
Earth System Grid Federation,ESGF,https://github.com/ESGF,http://esgf.llnl.gov,,USA,government agency,https://avatars.githubusercontent.com/u/1236619?v=4,68,2011-12-02 17:52,2021-11-18 17:44,
Stock-Assessment Simulation,ss3sim,https://github.com/ss3sim,https://ss3sim.github.io/ss3sim/,,USA,government agency,https://avatars.githubusercontent.com/u/6423106?v=4,11,2014-01-16 19:54,2021-11-17 21:41,
LBNL Energy Technologies Area,LBNL-ETA,https://github.com/LBNL-ETA,http://eta.lbl.gov,"Berkeley, CA",USA,government agency,https://avatars.githubusercontent.com/u/14825882?v=4,54,2015-09-24 17:57,2021-11-18 18:53,
Standard Energy Efficiency Data Platform™,SEED-platform,https://github.com/SEED-platform,http://energy.gov/eere/buildings/standard-energy-efficiency-data-platform,,USA,government agency,https://avatars.githubusercontent.com/u/7445100?v=4,12,2014-04-30 01:22,2021-11-19 21:16,
pyGSFLOW,pygsflow,https://github.com/pygsflow,,,USA,government agency,https://avatars.githubusercontent.com/u/47640617?v=4,2,2019-02-14 17:28,2021-11-05 17:49,
,UMN-Hydro,https://github.com/UMN-Hydro,,,USA,government agency,https://avatars.githubusercontent.com/u/16745966?v=4,11,2016-01-17 16:44,2021-06-25 15:20,
National Oceanic and Atmospheric Administration,NOAAGov,https://github.com/NOAAGov,http://www.noaa.gov/,,USA,government agency,https://avatars.githubusercontent.com/u/32935149?v=4,2,2017-10-19 15:08,2021-11-17 03:38,
National Snow and Ice Data Center,nsidc,https://github.com/nsidc,http://www.nsidc.org/,"Boulder, Colorado",USA,government agency,https://avatars.githubusercontent.com/u/1874284?v=4,65,2012-06-20 21:33,2021-11-19 00:38,
GMLC-TDC,GMLC-TDC,https://github.com/GMLC-TDC,https://helics.org,,USA,government agency,https://avatars.githubusercontent.com/u/22627455?v=4,41,2016-10-04 23:27,2021-11-19 21:52,
USGS MODFLOW and Related Programs,MODFLOW-USGS,https://github.com/MODFLOW-USGS,https://www.usgs.gov/mission-areas/water-resources/science/modflow-and-related-programs,,USA,government agency,https://avatars.githubusercontent.com/u/34482102?v=4,14,2017-12-12 14:47,2021-11-19 23:21,
Energy Exascale Earth System Model Project,E3SM-Project,https://github.com/E3SM-Project,http://e3sm.org,,USA,government agency,https://avatars.githubusercontent.com/u/7558558?v=4,56,2014-05-12 14:02,2021-11-19 20:53,
National Renewable Energy Laboratory,NREL,https://github.com/NREL,http://www.nrel.gov,"Golden, CO",USA,government agency,https://avatars.githubusercontent.com/u/1906800?v=4,417,2012-06-29 17:27,2021-11-19 22:19,
WISDEM,WISDEM,https://github.com/WISDEM,https://nwtc.nrel.gov/WISDEM,"Boulder, CO",USA,government agency,https://avatars.githubusercontent.com/u/5444272?v=4,38,2013-09-12 13:13,2021-11-14 19:41,
IDAES,IDAES,https://github.com/IDAES,https://idaes.org,,USA,government agency,https://avatars.githubusercontent.com/u/16325231?v=4,8,2015-12-16 17:38,2021-11-18 22:59,
Solar Forecast Arbiter,SolarArbiter,https://github.com/SolarArbiter,https://solarforecastarbiter.org/,,USA,government agency,https://avatars.githubusercontent.com/u/43686373?v=4,7,2018-09-28 20:51,2021-11-09 22:11,
USGS-R,USGS-R,https://github.com/USGS-R,https://owi.usgs.gov/R/,,USA,government agency,https://avatars.githubusercontent.com/u/3188813?v=4,152,2013-01-04 21:46,2021-11-19 20:16,
,WEC-Sim,https://github.com/WEC-Sim,http://wec-sim.github.io/WEC-Sim/,,USA,government agency,https://avatars.githubusercontent.com/u/7662103?v=4,8,2014-05-21 21:19,2021-11-17 11:21,
PEcAn Project,PecanProject,https://github.com/PecanProject,http://pecanproject.org,,USA,community,https://avatars.githubusercontent.com/u/2879854?v=4,18,2012-11-24 17:52,2022-01-10 06:55,
Inter Agency Implementation and Advanced Concepts,NASA-IMPACT,https://github.com/NASA-IMPACT,https://earthdata.nasa.gov/esds/impact,,USA,government agency,https://avatars.githubusercontent.com/u/22798984?v=4,65,2016-10-12 17:52,2021-10-22 18:38,
iNaturalist,inaturalist,https://github.com/inaturalist,http://www.inaturalist.org,"Bay Area, California",USA,collaboration,https://avatars.githubusercontent.com/u/62292?v=4,21,2009-03-11 07:07,2022-02-25 00:24,
Wild Me,WildMeOrg,https://github.com/WildMeOrg,https://wildme.org,"Portland, OR",USA,non-profit,https://avatars.githubusercontent.com/u/20192494?v=4,37,2016-06-28 17:58,2022-02-22 17:47,
Ecotrust,Ecotrust,https://github.com/Ecotrust,https://ecotrust.org,"Portland, OR",USA,non-profit,https://avatars.githubusercontent.com/u/1215872?v=4,96,2011-11-23 15:24,2022-02-26 00:01,
NASA Jet Propulsion Laboratory,nasa-jpl,https://github.com/nasa-jpl,http://www.jpl.nasa.gov,"Pasadena, California, US",USA,government agency,https://avatars.githubusercontent.com/u/10360932?v=4,38,2014-12-31 21:57,2022-02-25 19:03,
rOpenSci Archive,ropensci-archive,https://github.com/ropensci-archive,ropensci.org,,USA,non-profit,https://avatars.githubusercontent.com/u/68704009?v=4,200,2020-07-23 16:32,2022-02-14 10:28,
fishR Core Team,fishR-Core-Team,https://github.com/fishR-Core-Team,https://fishr-core-team.github.io/RFishBC/,United States of America,USA,academia,https://avatars.githubusercontent.com/u/99483821?v=4,3,2022-02-11 12:35,2022-02-21 21:06,
NASA Harvest,nasaharvest,https://github.com/nasaharvest,https://nasaharvest.org/,,USA,government agency,https://avatars.githubusercontent.com/u/54071172?v=4,10,2019-08-13 14:11,2022-02-16 09:19,
Radiant Earth Foundation,radiantearth,https://github.com/radiantearth,https://www.radiant.earth,"Washington, DC 20005",USA,non-profit,https://avatars.githubusercontent.com/u/25801078?v=4,21,2017-02-15 18:05,2022-02-24 15:37,
,sustainlab-group,https://github.com/sustainlab-group,https://sustainlab-group.github.io/,,USA,academia,https://avatars.githubusercontent.com/u/43426653?v=4,7,2018-09-20 01:02,2022-02-18 15:09,
U.S. General Services Administration,GSA,https://github.com/GSA,https://open.gsa.gov,"1800 F Street NW, Washington DC 20405",USA,government agency,https://avatars.githubusercontent.com/u/643070?v=4,744,2011-02-28 17:52,2021-12-23 16:02,
Open Geospatial Consortium,opengeospatial,https://github.com/opengeospatial,http://ogc.org,"Wayland, MA, USA",USA,collaboration,https://avatars.githubusercontent.com/u/1955193?v=4,236,2012-07-11 08:17,2022-01-21 21:59,
SmartTensors,SmartTensors,https://github.com/SmartTensors,http://SmartTensors.com,United States of America,USA,community,https://avatars.githubusercontent.com/u/75088073?v=4,13,"2020/11/26, 16:24:48","2022/05/15, 15:07:55",
Big Ladder Software,bigladder,https://github.com/bigladder,https://bigladdersoftware.com,"Denver, CO",USA,for-profit,https://avatars.githubusercontent.com/u/11000150?v=4,8,"2015/02/13, 23:43:25","2021/12/14, 00:06:39",
Transitland,transitland,https://github.com/transitland,https://www.transit.land,,USA,for-profit,https://avatars.githubusercontent.com/u/9141652?v=4,29,"2014/10/10, 20:04:25","2022/07/26, 06:32:27",
Earth Lab,earthlab,https://github.com/earthlab,https://www.earthdatascience.org/,"Boulder, Colorado, USA",USA,academia,https://avatars.githubusercontent.com/u/19476722?v=4,75,"2016/05/19, 18:05:57","2022/07/19, 20:02:54",
USA National Phenology Network,usa-npn,https://github.com/usa-npn,https://www.usanpn.org,"1311 E. 4th Street, Tucson, AZ 85721",USA,collaboration,https://avatars.githubusercontent.com/u/17733470?v=4,17,"2016/03/08, 23:47:55","2022/06/12, 17:23:31",
California Forest Observatory,forestobservatory,https://github.com/forestobservatory,forestobservatory.com,California,USA,collaboration,https://avatars.githubusercontent.com/u/64549705?v=4,4,"2020/04/29, 17:10:46","2022/03/31, 20:36:54",
HyRiver,hyriver,https://github.com/hyriver,https://docs.hyriver.io,United States of America,USA,community,https://avatars.githubusercontent.com/u/109259800?v=4,9,"2022/07/14, 03:10:33","2022/07/26, 17:57:47",
U.S. Bureau of Reclamation,usbr,https://github.com/usbr,https://www.usbr.gov/,17 Western States,USA,government agency,https://avatars.githubusercontent.com/u/7874779?v=4,50,"2014/06/12, 21:57:13","2022/03/25, 17:00:08",
Tech Matters,techmatters,https://github.com/techmatters,https://techmatters.org/,California,USA,non-profit,https://avatars.githubusercontent.com/u/53062258?v=4,12,"2019/07/18, 21:11:07","2022/07/19, 10:17:38",
CAMS,CriticalAssetManagement,https://github.com/CriticalAssetManagement,https://climateresilient.world/,,USA,collaboration,https://avatars.githubusercontent.com/u/93081083?v=4,4,"2021/10/24, 12:06:28","2022/05/29, 14:19:20",
U.S. Digital Service,usds,https://github.com/usds,https://www.usds.gov,USA,USA,government agency,https://avatars.githubusercontent.com/u/8751968?v=4,32,"2014/09/12, 16:22:37","2022/07/14, 19:57:01",
UNEP,SDG-InterfaceOntology,https://github.com/SDG-InterfaceOntology,https://www.unep.org/explore-topics/sustainable-development-goals/what-we-do/monitoring-progress/sdg-interface-ontology,,Global,non-profit,https://avatars.githubusercontent.com/u/13662304?v=4,1,2015-08-05 15:12,2021-10-28 15:35,
PraCTES,PraCTES,https://github.com/PraCTES,,,Global,academia,https://avatars.githubusercontent.com/u/59091906?v=4,1,2019-12-20 14:37,2021-09-28 21:04,
Grid Parity Exchange,grid-parity-exchange,https://github.com/grid-parity-exchange,,,Global,academia,https://avatars.githubusercontent.com/u/47119915?v=4,2,2019-01-28 18:39,2021-11-18 02:12,
Bioverse Labs,Bioverse-Labs,https://github.com/Bioverse-Labs,https://www.bioverselabs.com/,,Global,academia,https://avatars.githubusercontent.com/u/68245846?v=4,3,2020-07-13 18:03,2021-11-14 22:57,
PerovskiteSCModelling,PerovskiteSCModelling,https://github.com/PerovskiteSCModelling,,,Global,academia,https://avatars.githubusercontent.com/u/45872822?v=4,1,2018-12-14 10:14,2021-11-11 09:18,
nmfs-stock-synthesis,nmfs-stock-synthesis,https://github.com/nmfs-stock-synthesis,,,Global,academia,https://avatars.githubusercontent.com/u/72827324?v=4,6,2020-10-13 21:25,2021-11-20 00:54,
ClimateMARGO,ClimateMARGO,https://github.com/ClimateMARGO,,,Global,academia,https://avatars.githubusercontent.com/u/73409911?v=4,7,2020-10-25 00:02,2021-11-18 18:37,
The Environment Ontology,EnvironmentOntology,https://github.com/EnvironmentOntology,http://www.environmentontology.org,,Global,academia,https://avatars.githubusercontent.com/u/11706544?v=4,11,2015-03-29 13:45,2021-11-17 19:46,
Quantitative Sustainable Design (QSD) Group,QSD-Group,https://github.com/QSD-Group,,,Global,academia,https://avatars.githubusercontent.com/u/68925850?v=4,12,2020-07-28 20:43,2021-11-18 22:56,
turbinesFoam,turbinesFoam,https://github.com/turbinesFoam,https://www.openfoam.com/,,Global,academia,https://avatars.githubusercontent.com/u/10404114?v=4,1,2015-01-05 16:15,2021-11-02 14:56,
Parflow,parflow,https://github.com/parflow,https://www.parflow.org,,Global,community,https://avatars.githubusercontent.com/u/19506192?v=4,5,2016-05-21 14:47,2021-10-26 20:20,
pvlib,pvlib,https://github.com/pvlib,https://pvlib-python.readthedocs.io/en/stable/,,Global,community,https://avatars.githubusercontent.com/u/11037261?v=4,4,2015-02-17 00:04,2021-11-18 06:27,
JuliaEnergy,JuliaEnergy,https://github.com/JuliaEnergy,,,Global,community,https://avatars.githubusercontent.com/u/42609159?v=4,11,2018-08-22 12:01,2021-11-02 14:19,
,spatialmodel,https://github.com/spatialmodel,https://inmap.run/,,Global,community,https://avatars.githubusercontent.com/u/18638369?v=4,5,2016-04-24 04:07,2021-11-15 18:12,
Calliope,calliope-project,https://github.com/calliope-project,https://www.callio.pe/,,Global,community,https://avatars.githubusercontent.com/u/10073020?v=4,12,2014-12-04 10:05,2021-11-12 11:24,
rte-antares-rpackage,rte-antares-rpackage,https://github.com/rte-antares-rpackage,https://rte-antares-rpackage.github.io/rPackagesRte/,,Global,community,https://avatars.githubusercontent.com/u/23478907?v=4,32,2016-11-15 13:48,2021-11-17 08:14,
OpenDrift,OpenDrift,https://github.com/OpenDrift,https://opendrift.github.io/,,Global,community,https://avatars.githubusercontent.com/u/23311271?v=4,5,2016-11-07 10:56,2021-11-19 19:29,
GEOSX,GEOSX,https://github.com/GEOSX,https://geosx-geosx.readthedocs-hosted.com/en/latest/?,,Global,community,https://avatars.githubusercontent.com/u/38363894?v=4,9,2018-04-13 20:44,2021-11-19 17:00,
Modular Ocean Model (Community Supported Version),mom-ocean,https://github.com/mom-ocean,https://mom-ocean.github.io,,Global,community,https://avatars.githubusercontent.com/u/26398454?v=4,11,2017-03-14 03:36,2021-11-12 20:39,
CalTRACK,energy-market-methods,https://github.com/energy-market-methods,https://www.caltrack.org/,,Global,community,https://avatars.githubusercontent.com/u/48700066?v=4,2,2019-03-19 00:29,2021-11-02 21:52,
SMRT: Snow Microwave Radiative Transfer model,smrt-model,https://github.com/smrt-model,https://www.smrt-model.science/,,Global,community,https://avatars.githubusercontent.com/u/23165787?v=4,5,2016-10-31 09:40,2021-08-26 10:26,
CliMT,CliMT,https://github.com/CliMT,https://climt.readthedocs.io/en/latest/,,Global,community,https://avatars.githubusercontent.com/u/23116436?v=4,2,2016-10-28 08:12,2021-11-16 20:42,
GIS4WRF,GIS4WRF,https://github.com/GIS4WRF,https://gis4wrf.github.io,,Global,community,https://avatars.githubusercontent.com/u/37047890?v=4,2,2018-03-04 18:08,2021-10-30 09:10,
EVNotify,EVNotify,https://github.com/EVNotify,https://evnotify.com/,,Global,community,https://avatars.githubusercontent.com/u/45699245?v=4,25,2018-12-07 20:28,2021-11-11 19:29,
CF Conventions,cf-convention,https://github.com/cf-convention,cf-convention.github.io,,Global,community,https://avatars.githubusercontent.com/u/6909709?v=4,6,2014-03-10 16:51,2021-11-17 17:50,
CryoGrid,CryoGrid,https://github.com/CryoGrid,,,Global,community,https://avatars.githubusercontent.com/u/34233956?v=4,9,2017-12-04 09:24,2021-11-19 21:25,
JuliaClimate,JuliaClimate,https://github.com/JuliaClimate,https://juliaclimate.org/,,Global,community,https://avatars.githubusercontent.com/u/41747566?v=4,16,2018-07-26 14:15,2021-11-18 21:07,
reegis,reegis,https://github.com/reegis,https://deflex.readthedocs.io/en/latest/,,Global,community,https://avatars.githubusercontent.com/u/35924869?v=4,7,2018-01-29 13:59,2021-07-29 08:53,
DuraMAT,DuraMAT,https://github.com/DuraMAT,https://duramat.github.io/pv-terms/,,Global,community,https://avatars.githubusercontent.com/u/55461754?v=4,4,2019-09-17 19:31,2021-09-10 04:22,
GralDispersionModel,GralDispersionModel,https://github.com/GralDispersionModel,,,Global,community,https://avatars.githubusercontent.com/u/56819015?v=4,6,2019-10-21 07:49,2021-11-08 18:36,
OMS-NetZero,OMS-NetZero,https://github.com/OMS-NetZero,https://fair.readthedocs.io/en/latest/,,Global,community,https://avatars.githubusercontent.com/u/26712044?v=4,4,2017-03-27 11:02,2021-11-17 11:02,
COAL Capstone,capstone-coal,https://github.com/capstone-coal,https://capstone-coal.github.io,,Global,community,https://avatars.githubusercontent.com/u/22801081?v=4,9,2016-10-12 20:10,2021-10-15 14:38,
Pyviz Topics,pyviz-topics,https://github.com/pyviz-topics,https://pyviz.org/,,Global,community,https://avatars.githubusercontent.com/u/38562379?v=4,6,2018-04-20 13:33,2021-11-05 17:43,
,OceanParcels,https://github.com/OceanParcels,http://oceanparcels.org,,Global,community,https://avatars.githubusercontent.com/u/14887518?v=4,44,2015-09-29 09:42,2021-11-19 11:16,
Brightway LCA software framework,brightway-lca,https://github.com/brightway-lca,https://docs.brightway.dev/,,Global,community,https://avatars.githubusercontent.com/u/26960762?v=4,35,2017-04-06 09:37,2021-11-19 13:53,
exawind,Exawind,https://github.com/Exawind,https://nalu-wind.readthedocs.io/en/latest/,,Global,community,https://avatars.githubusercontent.com/u/22328575?v=4,18,2016-09-20 18:07,2021-11-19 20:59,
,PyPSA,https://github.com/PyPSA,https://pypsa.org/,,Global,community,https://avatars.githubusercontent.com/u/32890768?v=4,20,2017-10-18 04:06,2021-11-19 17:53,
Pytroll,pytroll,https://github.com/pytroll,http://pytroll.org/,,Global,community,https://avatars.githubusercontent.com/u/13004956?v=4,48,2015-06-22 18:10,2021-11-19 08:56,
Sh**t! I Smoke,shootismoke,https://github.com/shootismoke,https://shootismoke.app,,Global,community,https://avatars.githubusercontent.com/u/38987097?v=4,5,2018-05-04 16:29,2021-11-03 16:14,
,wind-python,https://github.com/wind-python,https://oemof.org/,,Global,community,https://avatars.githubusercontent.com/u/21263042?v=4,2,2016-08-26 13:49,2021-11-15 07:32,
ONE ARMY,ONEARMY,https://github.com/ONEARMY,https://www.onearmy.earth/,,Global,community,https://avatars.githubusercontent.com/u/43448126?v=4,30,2018-09-20 15:58,2021-11-19 16:57,
,r-spatialecology,https://github.com/r-spatialecology,,,Global,community,https://avatars.githubusercontent.com/u/42056187?v=4,13,2018-08-03 05:40,2021-11-19 15:48,
,python-windrose,https://github.com/python-windrose,,,Global,community,https://avatars.githubusercontent.com/u/28726174?v=4,1,2017-05-16 08:09,2021-11-14 19:41,
DeepSphere,deepsphere,https://github.com/deepsphere,,,Global,community,https://avatars.githubusercontent.com/u/39727223?v=4,8,2018-05-29 08:59,2021-11-14 01:42,
A Library of IEEE PES Power Grid Benchmarks,power-grid-lib,https://github.com/power-grid-lib,https://power-grid-lib.github.io/,,Global,community,https://avatars.githubusercontent.com/u/21188896?v=4,4,2016-08-23 04:43,2021-10-28 15:58,
Open Water Analytics,OpenWaterAnalytics,https://github.com/OpenWaterAnalytics,http://wateranalytics.org,,Global,community,https://avatars.githubusercontent.com/u/2392819?v=4,24,2012-09-21 10:43,2021-10-26 15:54,
National Climate Prediction Portal,NCPP,https://github.com/NCPP,http://earthsystemcog.org/projects/ncpp/,,Global,community,https://avatars.githubusercontent.com/u/609440?v=4,12,2011-02-09 19:34,2021-10-22 18:20,
Fund Model,fund-model,https://github.com/fund-model,www.fund-model.org,,Global,community,https://avatars.githubusercontent.com/u/1495727?v=4,1,2012-03-03 06:44,2021-07-06 19:05,
ATMOSCHEM,atmoschem,https://github.com/atmoschem,https://atmoschem.github.io/,,Global,community,https://avatars.githubusercontent.com/u/35502286?v=4,10,2018-01-16 18:21,2021-11-14 20:54,
xarray-contrib ,xarray-contrib,https://github.com/xarray-contrib,https://xarray.pydata.org/,,Global,community,https://avatars.githubusercontent.com/u/35757293?v=4,12,2018-01-24 06:13,2021-11-18 17:13,
xgcm,xgcm,https://github.com/xgcm,,,Global,community,https://avatars.githubusercontent.com/u/14025832?v=4,7,2015-08-29 04:52,2021-11-17 21:51,
Energy Modelling Toolkit ,energy-modelling-toolkit,https://github.com/energy-modelling-toolkit,,,Global,community,https://avatars.githubusercontent.com/u/32776077?v=4,7,2017-10-13 16:18,2021-10-14 06:08,
,mlco2,https://github.com/mlco2,,,Global,community,https://avatars.githubusercontent.com/u/54071934?v=4,4,2019-08-13 14:32,2021-11-19 16:58,
OpenIDEAS,open-ideas,https://github.com/open-ideas,,,Global,community,https://avatars.githubusercontent.com/u/5467967?v=4,5,2013-09-16 08:15,2021-11-08 11:47,
,cityflow-project,https://github.com/cityflow-project,,,Global,community,https://avatars.githubusercontent.com/u/48002753?v=4,6,2019-02-26 04:11,2021-11-19 11:16,
,pvcaptest,https://github.com/pvcaptest,,,Global,community,https://avatars.githubusercontent.com/u/53880406?v=4,1,2019-08-07 21:24,2021-07-26 13:43,
NMF.earth,NMF-earth,https://github.com/NMF-earth,http://nmf.earth,,Global,community,https://avatars.githubusercontent.com/u/63661783?v=4,6,2020-04-14 16:26,2021-11-19 05:48,
CryoTools,cryotools,https://github.com/cryotools,https://cryo-tools.org,,Global,community,https://avatars.githubusercontent.com/u/33029607?v=4,7,2017-10-23 13:41,2021-11-12 12:08,
,dsr-18,https://github.com/dsr-18,,,Global,community,https://avatars.githubusercontent.com/u/50706126?v=4,2,2019-05-16 13:13,2021-10-26 12:52,
BEMRosetta,BEMRosetta,https://github.com/BEMRosetta,,,Global,community,https://avatars.githubusercontent.com/u/79283040?v=4,3,2021-02-18 20:22,2021-11-18 07:51,
OpenSCM,openscm,https://github.com/openscm,,,Global,community,https://avatars.githubusercontent.com/u/62363211?v=4,9,2020-03-19 00:40,2021-11-11 22:37,
SOGNO,sogno-platform,https://github.com/sogno-platform,https://sogno-platform.github.io/,,Global,community,https://avatars.githubusercontent.com/u/73550268?v=4,22,2020-10-27 17:13,2021-11-08 10:49,
Balmorel Community,balmorelcommunity,https://github.com/balmorelcommunity,http://www.balmorel.com/,,Global,community,https://avatars.githubusercontent.com/u/29952453?v=4,10,2017-07-06 14:38,2021-11-11 10:17,
,SmartEVSE,https://github.com/SmartEVSE,,,Global,community,https://avatars.githubusercontent.com/u/6329604?v=4,5,2014-01-06 12:01,2021-11-17 22:57,
,hydro-python,https://github.com/hydro-python,,,Global,community,https://avatars.githubusercontent.com/u/27208044?v=4,1,2017-04-10 11:14,2021-08-21 07:58,
,icesat2py,https://github.com/icesat2py,,,Global,community,https://avatars.githubusercontent.com/u/57814535?v=4,3,2019-11-15 21:01,2021-11-19 09:00,
Growstuff,Growstuff,https://github.com/Growstuff,http://growstuff.org/,,Global,community,https://avatars.githubusercontent.com/u/2066469?v=4,7,2012-07-30 17:39,2021-11-17 16:35,
netCDF Operators,nco,https://github.com/nco,,,Global,community,https://avatars.githubusercontent.com/u/13952264?v=4,7,2015-08-24 21:42,2021-11-19 18:20,
MATPOWER Development,MATPOWER,https://github.com/MATPOWER,https://matpower.org/,,Global,community,https://avatars.githubusercontent.com/u/22669039?v=4,22,2016-10-06 21:08,2021-11-19 02:13,
Climate Strike License,climate-strike,https://github.com/climate-strike,https://climatestrike.software/,,Global,community,https://avatars.githubusercontent.com/u/52013222?v=4,2,2019-06-19 20:14,2021-11-14 15:11,
CyclOSM,cyclosm,https://github.com/cyclosm,https://www.cyclosm.org/,,Global,community,https://avatars.githubusercontent.com/u/47216240?v=4,3,2019-01-31 13:44,2021-11-17 03:37,
,HotMaps,https://github.com/HotMaps,https://www.hotmaps-project.eu/,,Global,community,https://avatars.githubusercontent.com/u/25738377?v=4,44,2017-02-13 08:38,2021-11-17 06:19,
BioSTEAM Development Group,BioSTEAMDevelopmentGroup,https://github.com/BioSTEAMDevelopmentGroup,https://biosteam.readthedocs.io/en/latest/index.html,,Global,community,https://avatars.githubusercontent.com/u/61621970?v=4,3,2020-02-29 12:12,2021-11-19 13:59,
,earth-system-radiation,https://github.com/earth-system-radiation,,,Global,community,https://avatars.githubusercontent.com/u/61439532?v=4,4,2020-02-25 00:17,2021-11-14 05:53,
