project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_update,stargazers_count,number_of_dependents,stars_last_year,project_active_checkbox,dominating_language,organization,organization_user_name,languages,homepage,created,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,open_pullrequests,reviews_per_pr,community_development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,organization_avatar,dependents_repos
redlistr,An R package that contains a set of tools suitable for calculating the metrics required for making assessments of species and ecosystems against the IUCN Red List of Threatened Species and the IUCN Red List of Ecosystems categories and criteria.,red-list-ecosystem,https://github.com/red-list-ecosystem/redlistr.git,github,,Life Forms and Biodiversity,2021-08-24 20:47,21,0,3,,R,red-list-ecosystem,IUCN Red List of Ecosystems Science Team,R,,2016-04-04 09:17,CUSTOM,0,198,2021-02-17 07:23,4,3,8,1,0.00000000,0.15625000,,,0,3,,,,,https://avatars.githubusercontent.com/u/29559340?v=4,
hplib,Database with efficiency parameters from public Heatpump Keymark datasets as well as parameter-sets and functions in order to simulate heat pumps.,RE-Lab-Projects,https://github.com/RE-Lab-Projects/hplib.git,github,"energy,simulation,heatpump",Buildings and Cities,2022-01-07 06:56,21,0,21,checked,Jupyter Notebook,RE-Lab-Projects,RE-Lab-Projects,"Jupyter Notebook,Python,Shell",,2021-04-06 08:55,MIT,238,264,2022-02-08 10:43,3,13,15,0,0.10000000,0.51260504,2021-11-10 10:13,v1.3,0,3,,,,,https://avatars.githubusercontent.com/u/81230534?v=4,
West Oakland Air Quality Project,A platform for impacted communities to understand their local air quality and advocate for environmental justice.,openoakland,https://github.com/openoakland/woeip.git,github,"west-oakland,air-quality,openoakland,environmental-justice,code-for-america,air-pollution",Air Quality,2022-02-09 07:16,21,0,9,checked,Jupyter Notebook,openoakland,OpenOakland,"Jupyter Notebook,JavaScript,Python,HTML,Makefile,CSS,Dockerfile,Shell",https://woaq.org,2018-11-28 05:01,MIT,53,471,2022-02-15 03:19,58,212,358,4,0.00000000,0.69747899,,,0,18,,,checked,,https://avatars.githubusercontent.com/u/2238933?v=4,
forest-risks,Statistical models of forest carbon potential and risks.,carbonplan,https://github.com/carbonplan/forest-risks.git,github,,Life Forms and Biodiversity,2022-02-16 09:51,20,1,19,checked,Jupyter Notebook,carbonplan,carbonplan,"Jupyter Notebook,Python,R,Dockerfile,Shell",https://carbonplan.org/research/forest-risks-explainer,2020-08-07 20:18,MIT,118,350,2021-11-30 18:08,10,55,55,6,0.00000000,0.57613169,,,0,6,,,,,https://avatars.githubusercontent.com/u/58278235?v=4,carbonplan/carbonplan-python
Methane-detection-from-hyperspectral-imagery,Deep Learning based Remote Sensing Methods for Methane Detection in Airborne Hyperspectral Imagery.,satish1901,https://github.com/satish1901/Methane-detection-from-hyperspectral-imagery.git,github,,Emission Observation and Modeling,2022-02-14 22:35,20,0,13,checked,Python,uataq,,"Python,HTML,Shell",,2020-06-01 22:19,MIT,1,107,2022-02-09 23:41,7,8,8,7,0.00000000,0.00000000,,,0,1,,,,,https://avatars.githubusercontent.com/u/30093582?v=4,
reservoir,"Tools for Analysis, Design, and Operation of Water Supply Storages.",swd-turner,https://github.com/swd-turner/reservoir.git,github,"reservoir,simulation,water-resources,hydrology",Hydro Power,2022-02-11 12:03,20,0,4,checked,R,BEMRosetta,,R,http://swd-turner.github.io/reservoir,2015-07-16 04:55,GPL-3.0,1,76,2016-01-19 02:56,4,5,5,0,0.00000000,0.01449275,,,0,3,,,,,https://avatars.githubusercontent.com/u/79283040?v=4,
Balmorel,A partial equilibrium model for analyzing the electricity and combined heat and power sectors in an international perspective.,balmorelcommunity,https://github.com/balmorelcommunity/Balmorel.git,github,"energy-system-model,gams,optimisation-model",Energy Modeling and Optimization,2021-11-11 10:17,20,0,6,checked,GAMS,balmorelcommunity,Balmorel Community,GAMS,http://www.balmorel.com,2017-07-06 15:22,BSD-3-Clause,0,65,2021-12-08 10:22,6,12,12,5,0.60000000,0.04000000,2019-12-13 09:34,REgas_191215,0,3,,,,,https://avatars.githubusercontent.com/u/29952453?v=4,
pyMETRIC,"A set of Python based tools developed for estimating and mapping evapotranspiration for large areas, utilizing the Landsat image archive.",WSWUP,https://github.com/WSWUP/pymetric.git,github,,Life Forms and Biodiversity,2021-06-17 18:28,20,0,2,,Python,WSWUP,Western States Water Use Program (WSWUP),Python,,2018-05-10 23:57,Apache-2.0,0,153,2020-05-21 22:49,31,7,49,3,0.00000000,0.21641791,2018-06-29 16:03,v0.1.0,0,5,,,,,https://avatars.githubusercontent.com/u/23201768?v=4,
climpact,Calculate the ET-SCI climate extremes indices.,ARCCSS-extremes,https://github.com/ARCCSS-extremes/climpact.git,github,,Climate and Earth Science,2022-02-14 16:15,20,0,17,checked,R,ARCCSS-extremes,ARCCSS climate extremes,"R,CSS,JavaScript",,2017-11-07 02:30,GPL-3.0,16,313,2022-02-01 12:12,10,23,85,0,0.00000000,0.44444444,,,0,2,,,,checked,https://avatars.githubusercontent.com/u/12821207?v=4,
fedelemflowlist,A Python package that generates and provides a standardized elementary flow list for use in life cycle assessment (LCA) data as well as mappings to convert data from other sources.,USEPA,https://github.com/USEPA/Federal-LCA-Commons-Elementary-Flow-List.git,github,ord,Life Cycle Assessment,2022-02-12 09:30,20,0,7,checked,Python,USEPA,U.S. Environmental Protection Agency,"Python,Jupyter Notebook",,2018-02-05 15:35,CC0-1.0,80,1216,2022-01-16 14:41,13,101,123,0,0.40000000,0.67444444,2021-08-25 19:54,v1.0.8,0,10,,,,,https://avatars.githubusercontent.com/u/1304320?v=4,
windfarmGA,Genetic algorithm to optimize the layout of wind farms.,YsoSirius,https://github.com/YsoSirius/windfarmGA.git,github,,Wind Power,2021-07-12 12:06,20,0,2,checked,R,OpenMDAO,,"R,C++",https://ysosirius.github.io/windfarmGA/,2017-02-17 16:56,CUSTOM,8,363,2021-07-12 12:06,3,20,26,1,0.00000000,0.44984802,2021-05-06 12:45,3.0.0,0,2,,,,,https://avatars.githubusercontent.com/u/861615?v=4,
Wildfire Predictive Services,"Wildfire Predictive Services to support decision making in prevention, preparedness, response and recovery.",bcgov,https://github.com/bcgov/wps.git,github,"flnr,wildfire,bcws,python,fastapi,react,javascript,typescript,weather,postgis,postgres,postgresql,cffdrs",Life Forms and Biodiversity,2022-01-11 22:55,20,0,13,checked,TypeScript,bcgov,Province of British Columbia,"TypeScript,Python,Shell,Gherkin,Dockerfile,Makefile,JavaScript,HTML,CSS,Mako",,2020-01-23 18:42,Apache-2.0,426,633,2022-02-17 17:36,293,667,1430,8,2.30000000,0.69767442,,,0,10,,,,checked,https://avatars.githubusercontent.com/u/916280?v=4,
hn2016_falwa,A Python library for computing Finite-Amplitude Local Wave Activity from climate data.,csyhuang,https://github.com/csyhuang/hn2016_falwa.git,github,"hacktoberfest,science,science-research,climate-analysis,python,climate-data-analysis,climate-data,climate,climate-science",Climate and Earth Science,2022-01-26 06:50,20,0,2,checked,Python,forestgeo,,"Python,Fortran",https://hn2016-falwa.readthedocs.io/en/latest/,2016-07-21 23:24,MIT,42,307,2021-10-19 05:24,6,18,37,0,0.10000000,0.02158273,2021-08-15 20:33,v0.5.0,1,3,,,,,https://avatars.githubusercontent.com/u/25665726?v=4,
USgrid,The hourly demand and supply of electricity in the US.,RamiKrispin,https://github.com/RamiKrispin/USgrid.git,github,,Datasets on Energy Systems,2022-02-06 12:06,20,0,5,checked,R,PyPSA,,R,https://ramikrispin.github.io/USgrid/,2019-11-06 06:17,CUSTOM,6,136,2019-11-27 23:14,0,0,6,0,0.00000000,0.00000000,2021-05-26 12:03,v0.1.2,0,1,,,,,https://avatars.githubusercontent.com/u/32890768?v=4,
ETM Pro,Professional interface of the Energy Transition model.,quintel,https://github.com/quintel/etmodel.git,github,,Energy Distribution and Grids,2022-01-18 09:56,20,0,3,checked,Ruby,quintel,Quintel Intelligence,"Ruby,CoffeeScript,JavaScript,Haml,Sass,Liquid,HTML,TypeScript,Dockerfile,SCSS,Shell",pro.energytransitionmodel.com,2011-05-03 08:55,MIT,563,8239,2022-02-18 13:31,68,891,3831,6,0.60000000,0.61005314,2021-09-07 11:51,production-2021-09-07,0,34,,,,,https://avatars.githubusercontent.com/u/2242291?v=4,
climaemet,An interface to download the climatic data of the Spanish Meteorological Agency directly from R using their API and create scientific graphs.,rOpenSpain,https://github.com/rOpenSpain/climaemet.git,github,"science,data,climate,aemet,r,rstats,cran,r-package,ropenspain",Climate and Earth Science,2022-01-04 14:10,20,0,10,checked,R,rOpenSpain,rOpenSpain,R,https://ropenspain.github.io/climaemet/,2020-07-06 17:02,GPL-3.0,125,142,2022-02-15 22:53,1,13,17,0,0.00000000,0.24264706,2021-09-16 13:18,v1.0.0,0,4,,,checked,,https://avatars.githubusercontent.com/u/34716267?v=4,
esmtools,A toolbox for Earth System Model analysis.,bradyrx,https://github.com/bradyrx/esmtools.git,github,"python3,climate-analysis,climate-model",Climate and Earth Science,2022-01-28 23:08,20,1,4,checked,Python,MPAS-Dev,,Python,https://esmtools.readthedocs.io/en/latest/,2019-01-12 00:10,MIT,1,156,2021-08-08 16:54,14,60,93,1,0.50000000,0.07317073,,,0,2,,,,,https://avatars.githubusercontent.com/u/4063217?v=4,pangeo-data/climpred
ANYstructure,Offshore Steel structure calculation tool with automatic optimization and report generation.,audunarn,https://github.com/audunarn/ANYstructure.git,github,"dnvgl-os-c101,design-of-offshore-steel-structures,buckling,fatigue-analysis,analysis-framework,plate-thickness,beam-section,gui-based,dnvgl-rp-c201,optimization-tools,structural-engineering,naval-architecture,dnvgl-rp-c203,cylinders,plates,girder,dnv-os-c101",Wind Power,2022-02-10 08:43,20,0,6,checked,Python,WISDEM,,Python,,2018-04-10 09:10,MIT,365,762,2022-02-08 12:12,3,92,109,0,0.00000000,0.00306279,2022-02-07 10:16,4.0,0,3,,,,,https://avatars.githubusercontent.com/u/5444272?v=4,
eixport,An R package that provides functions to read emissions from VEIN and from other models in different formats and export the emissions into the appropriate format suitable to other models.,atmoschem,https://github.com/atmoschem/eixport.git,github,"wrf,emissions,exporting-emissions,atmospheric-models,atmospheric-science",Emission Observation and Modeling,2022-01-26 17:21,20,0,5,checked,R,atmoschem,ATMOSCHEM,"R,TeX",https://atmoschem.github.io/eixport/,2017-10-08 02:58,CUSTOM,34,423,2021-06-30 20:11,18,5,52,0,0.00000000,0.43307087,2020-09-14 12:00,v0.4.9,0,5,,,checked,checked,https://avatars.githubusercontent.com/u/35502286?v=4,
atmospheric_satellite,The goal of this project is to determine what the smallest solar plane that can indefinitely sustain flight is.,gusgordon,https://github.com/gusgordon/atmospheric_satellite.git,github,,Climate and Earth Science,2021-10-12 04:48,20,0,13,,Jupyter Notebook,ODM2,,"Jupyter Notebook,Python",,2019-07-10 18:00,CUSTOM,0,17,2020-04-04 02:00,0,1,1,0,0.00000000,0.00000000,,,0,2,,,,,https://avatars.githubusercontent.com/u/12091612?v=4,
CBE Clima Tool,A web-based application built to support the need of architects and engineers interested in climate-adapted design.,CenterForTheBuiltEnvironment,https://github.com/CenterForTheBuiltEnvironment/clima.git,github,"clima,epw,epw-files,climate-analysis,building-design,python",Buildings and Cities,2021-12-16 10:13,20,0,19,checked,Python,CenterForTheBuiltEnvironment,,"Python,CSS,Dockerfile",https://clima.cbe.berkeley.edu,2021-01-12 20:53,MIT,284,486,2021-12-14 20:00,22,4,106,0,0.00000000,0.42796610,,,0,4,,,,,https://avatars.githubusercontent.com/u/6592546?v=4,
RainfallRescue,"Monthly rainfall observations taken in the UK and Ireland, covering the period 1677-1960.",ed-hawkins,https://github.com/ed-hawkins/rainfall-rescue.git,github,rainfall,Water Supply,2022-01-31 09:44,19,0,16,checked,,,,,,2020-05-05 13:38,Apache-2.0,138,460,2021-06-18 21:28,0,0,0,0,0.00000000,0.00000000,2021-12-09 15:24,v1.1.0,0,1,,,,,https://avatars.githubusercontent.com/u/77399166?v=4,
Elefridge.jl,Compressing atmospheric data into its real information.,esowc,https://github.com/esowc/Elefridge.jl.git,github,"data-compression,information-theory,weather-forecast,climate-data,entropy",Atmosphere,2021-12-01 04:23,19,0,7,checked,Jupyter Notebook,esowc,ECMWF Summer of Weather Code (ESoWC),"Jupyter Notebook,Julia",,2020-05-11 14:28,MIT,11,249,2021-10-08 14:29,0,79,79,0,0.00000000,0.00000000,2021-10-08 14:35,v0.1,0,1,,,,,https://avatars.githubusercontent.com/u/44897980?v=4,
WWCP_OCPP,Connectivity between the World Wide Charging Protocol (WWCP) and the Open Charge Point Protocol (OCPP v1.6/v2.0).,OpenChargingCloud,https://github.com/OpenChargingCloud/WWCP_OCPP.git,github,"ocpp,e-mobility,charging,chargingstation",Mobility and Transportation,2022-02-18 09:03,19,0,10,checked,C#,OpenChargingCloud,Open Charging Cloud,"C#,TypeScript,SCSS,CSS,HTML",,2016-05-23 17:07,Apache-2.0,35,133,2020-06-28 03:44,4,0,1,0,0.00000000,0.00000000,,,0,1,checked,"b""# These are supported funding model platforms\n\ngithub: [OpenChargingCloud]\npatreon: # Replace with a single Patreon username\nopen_collective: # Replace with a single Open Collective username\nko_fi: # Replace with a single Ko-fi username\ntidelift: # Replace with a single Tidelift platform-name/package-name e.g., npm/babel\ncommunity_bridge: # Replace with a single Community Bridge project-name e.g., cloud-foundry\nliberapay: # Replace with a single Liberapay username\nissuehunt: # Replace with a single IssueHunt username\notechie: # Replace with a single Otechie username\ncustom: # Replace with up to 4 custom sponsorship URLs e.g., ['link1', 'link2']\n""",,,https://avatars.githubusercontent.com/u/17928234?v=4,
cmip56_forcing_feedback_ecs,Tables Effective Radiative Forcing and Radiative Feedbacks.,mzelinka,https://github.com/mzelinka/cmip56_forcing_feedback_ecs.git,github,,Climate and Earth Science,2022-02-03 20:43,19,0,5,checked,,rOpenSpain,,,,2020-04-27 17:55,Apache-2.0,4,64,2022-02-15 22:53,0,0,0,0,0.00000000,0.00000000,2021-08-16 15:43,v2.0,0,1,,,,,https://avatars.githubusercontent.com/u/34716267?v=4,
Demeter,A land use land cover disaggregation and change detection model.,JGCRI,https://github.com/JGCRI/demeter.git,github,,Soil and Land,2022-01-25 16:22,19,0,8,checked,Python,JGCRI,Joint Global Change Research Institute,"Python,Dockerfile",,2017-08-30 12:41,CUSTOM,34,149,2021-08-10 20:29,2,14,25,0,0.00000000,0.04347826,2021-08-11 18:32,v1.2.2,0,2,,,,,https://avatars.githubusercontent.com/u/8431983?v=4,
carbon footprint,Calculate your carbon footprint easily using a command line interface.,protea-earth,https://github.com/protea-earth/carbon_footprint.git,github,"carbon,carbon-emissions,carbon-footprint,carbon-cycle,carbon-dioxide,co2,co2-emissions,co2monitor,co2-emission,co2-measurements,co2-concentration,climate-change,climate-science,climate-models,climate-model,climate-data,climate,climate-analysis,climatology,machine-learning",Carbon Intensity,2022-01-17 00:23,19,0,6,checked,HTML,protea-earth,Protea.Earth,"HTML,Python",http://www.protea.earth,2019-10-07 16:48,MIT,0,23,2022-02-11 17:21,1,0,0,1,0.00000000,0.00000000,,,0,1,,,,,https://avatars.githubusercontent.com/u/56147791?v=4,
CO2MPAS-TA,CO2MPAS is backward-looking longitudinal-dynamics CO2 and fuel-consumption simulator for light-duty vehicles.,JRCSTU,https://github.com/JRCSTU/CO2MPAS-TA.git,github,"co2,fuel-consumption,vehicle,automotive,wltp,nedc,eu,jrc,simulator",Mobility and Transportation,2022-01-13 11:52,19,3,4,checked,Python,JRCSTU,"STU-IET, JRC-EC","Python,Dockerfile,Shell,Smarty",https://co2mpas.readthedocs.io/,2016-09-15 12:56,EUPL-1.1,40,5007,2021-03-12 09:36,29,0,20,0,0.00000000,0.49204082,2019-11-08 19:35,v4.1.10,0,10,,,,checked,https://avatars.githubusercontent.com/u/13638890?v=4,"illacceptanything/illacceptanything,stefanocorsi/co2wui,JRCSTU/CO2MPAS-TA"
bcgroundwater,An R package to facilitate analysis and visualization of groundwater data from the British Columbia groundwater observation well network.,bcgov,https://github.com/bcgov/bcgroundwater.git,github,"env,rstats,r,data-science",Water Supply,2022-02-13 22:11,19,0,3,checked,R,bcgov,Province of British Columbia,"R,Makefile",,2015-03-13 20:46,Apache-2.0,0,256,2022-01-10 04:57,3,14,31,0,2.00000000,0.49572650,2018-07-27 22:39,v1.1,0,6,,,checked,checked,https://avatars.githubusercontent.com/u/916280?v=4,
Vehicle with Fuel Cell Powertrain,Fuel cell electric vehicle with battery model and cooling system.,mathworks,https://github.com/mathworks/Fuel-Cell-Vehicle-Model-Simscape.git,github,,Hydrogen,2022-01-28 07:47,19,0,15,checked,MATLAB,MathWorks Open Source and Community Projects,mathworks,"MATLAB,HTML",,2020-11-06 12:29,CUSTOM,5,7,2021-11-17 20:08,1,0,0,0,0.00000000,0.00000000,2021-12-24 09:49,21.2.1.4,0,1,,,,,https://avatars.githubusercontent.com/u/8590076?v=4,
OpenFLUID,A software environment for modeling and simulation of complex landscape systems.,OpenFLUID,https://github.com/OpenFLUID/openfluid.git,github,"modelling,simulation,complex-systems,environmental-engineering,c-plus-plus,boost,gdal,cmake,gui,openfluid-framework,linux,ogr,qt5,science,simulators",Soil and Land,2022-01-03 14:04,19,0,2,checked,C++,OpenFLUID,OpenFLUID,"C++,CMake,Python,TeX,Smarty,AGS Script,Fortran,Shell,R",https://www.openfluid-project.org/,2013-01-21 11:31,CUSTOM,58,3249,2022-01-17 15:55,86,540,998,1,1.80000000,0.41390041,2021-03-24 11:22,v2.1.11,0,6,,,,,https://avatars.githubusercontent.com/u/3300491?v=4,
sdg-tracker.org,Sustainable Development Goals tracker website.,owid,https://github.com/owid/sdg-tracker.org.git,github,,Environmental Knowledge Platforms,2022-02-19 18:29,19,0,9,checked,TypeScript,owid,Our World in Data,"TypeScript,SCSS,JavaScript,HTML",https://sdg-tracker.org/,2017-12-15 13:51,MIT,102,845,2022-02-12 09:12,9,24,24,9,0.00000000,0.16846986,,,0,6,,,,,https://avatars.githubusercontent.com/u/14187135?v=4,
QSDsan,A package for the quantitative sustainable design of sanitation and resource recovery systems.,QSD-Group,https://github.com/QSD-Group/QSDsan.git,github,"sanitation,resource-recovery,techno-economic-analysis,life-cycle-assessment,quantitative-sustainable-design,sustainability-analysis",Life Cycle Assessment,2022-02-19 14:33,19,6,16,checked,Python,QSD-Group,Quantitative Sustainable Design (QSD) Group,Python,https://qsdsan.readthedocs.io/,2020-09-29 15:53,CUSTOM,512,869,2022-02-06 18:02,1,34,49,0,0.30000000,0.28021248,,,0,4,,,checked,checked,https://avatars.githubusercontent.com/u/68925850?v=4,"QSD-Group/QSDsan-Website,QSD-Group/DMsan,QSD-Group/QSDsan,QSD-Group/QSDedu,BioSTEAMDevelopmentGroup/biosteam,QSD-Group/EXPOsan"
pyEIA,An Energy Information Administration API Python client for researchers who need data.,thomastu,https://github.com/thomastu/pyEIA.git,github,"eia,python,eia-api,energy-data,energy",Datasets on Energy Systems,2022-02-20 04:33,19,0,4,checked,Python,FRESNA,,Python,,2015-05-11 01:43,CUSTOM,4,63,2022-01-26 23:21,1,6,20,0,0.00000000,0.00000000,2022-01-26 23:24,0.1.6,0,2,,,,,https://avatars.githubusercontent.com/u/16474771?v=4,
Planet Snowcover,A project that pairs airborne lidar and Planet Labs satellite imagery with cutting-edge computer vision techniques to identify snow-covered area at unprecedented spatial and temporal resolutions.,acannistra,https://github.com/acannistra/planet-snowcover.git,github,"planet-labs,computer-vision,cloud-native",Ice and Poles,2022-02-11 05:47,18,0,3,checked,Jupyter Notebook,PEcAn Project,,"Jupyter Notebook,HTML,Python,HCL,Dockerfile,Shell",https://planet-snowcover.readthedocs.io/en/latest/,2018-01-25 00:11,MIT,2,471,2021-03-11 17:32,7,14,24,5,0.00000000,0.00000000,,,0,1,,,,,https://avatars.githubusercontent.com/u/2879854?v=4,
slga,Offers the ability to download geographic subsets of raster data from the Soil and Landscape Grid of Australia.,obrl-soil,https://github.com/obrl-soil/slga.git,github,"soil,australia,raster-data,wcs,r,terrain,digital-soil-mapping",Soil and Land,2021-09-06 14:57,18,0,3,checked,R,ncss-tech,,"R,CSS",https://obrl-soil.github.io/slga/index.html,2018-11-25 13:20,CUSTOM,13,121,2021-09-09 21:38,0,1,7,0,0.00000000,0.00833333,2021-06-16 17:31,v1.2.0,0,2,,,,,https://avatars.githubusercontent.com/u/10520265?v=4,
Electricity Life Cycle Inventory,"A Python package that uses standardized facility release and generation data to create regionalized life cycle inventory (LCI) models for the generation, mix of generation, mix of consumption, and distribution of electricity to end users for the US, with embedded system processes of upstream fuel production and infrastructure.",USEPA,https://github.com/USEPA/ElectricityLCI.git,github,ord,Life Cycle Assessment,2022-02-01 00:17,18,0,8,checked,Python,USEPA,U.S. Environmental Protection Agency,Python,,2017-06-23 18:37,CC0-1.0,0,974,2021-12-30 13:32,29,80,151,0,3.50000000,0.57142857,2020-08-26 09:36,v1.0.1,0,8,,,,,https://avatars.githubusercontent.com/u/1304320?v=4,
antaresViz,"Visualize the results of Antares, an Open Source power system simulator meant to be used by anybody placing value in quantifying the adequacy or the economic performance of interconnected energy systems, at short or remote time horizons.",rte-antares-rpackage,https://github.com/rte-antares-rpackage/antaresViz.git,github,"r,monte-carlo-simulation,simulation,optimization,linear-programming,stochastic-simulation-algorithm,energy,electric,renewable-energy,adequacy,shiny,shiny-apps,manipulatewidge,dygraphs,plotly,leaflet,rte,bilan,previsionnel,tyndp",Energy Modeling and Optimization,2022-01-23 14:39,18,0,1,checked,R,rte-antares-rpackage,rte-antares-rpackage,"R,HTML,JavaScript,CSS",https://rte-antares-rpackage.github.io/antaresViz,2016-11-15 16:47,MIT,37,919,2021-11-05 10:28,37,28,153,0,0.00000000,0.62158648,2020-11-13 10:04,v0.15.3,0,9,,,,,https://avatars.githubusercontent.com/u/23478907?v=4,
E3SM Diagnostics Package,Diagnostics package constructed for supporting the diagnostics task of DOE's Energy Exascale Earth System Model (E3SM) project.,E3SM-Project,https://github.com/E3SM-Project/e3sm_diags.git,github,,Climate and Earth Science,2022-01-29 02:52,18,0,5,checked,Python,E3SM-Project,Energy Exascale Earth System Model Project,"Python,Shell,HTML",https://e3sm-project.github.io/e3sm_diags,2017-06-29 18:03,BSD-3-Clause,83,1517,2022-02-18 17:31,39,243,522,2,2.00000000,0.46395250,2022-02-03 22:27,v2.6.1,0,7,,,,,https://avatars.githubusercontent.com/u/7558558?v=4,
detectreeRGB,"Tree crown delineation from RGB imagery, coupled with methods to delineate tree crowns from LiDAR data.",shmh40,https://github.com/shmh40/detectreeRGB.git,github,,Life Forms and Biodiversity,2022-01-31 09:54,18,0,18,checked,Jupyter Notebook,bcgov,,"Jupyter Notebook,R",,2021-07-01 12:39,MIT,69,69,2022-02-17 17:36,0,0,0,0,0.00000000,0.00000000,,,0,1,,,,,https://avatars.githubusercontent.com/u/916280?v=4,
PlanktonIndividuals.jl,This package simulates the behaviors of an ensemble of phytoplankton individuals.,JuliaOcean,https://github.com/JuliaOcean/PlanktonIndividuals.jl.git,github,,Life Forms and Biodiversity,2021-12-20 21:50,18,0,12,checked,Julia,JuliaOcean,,Julia,,2019-03-27 15:31,MIT,293,838,2022-02-14 16:51,0,45,52,0,0.50000000,0.06931964,2022-02-14 17:46,v0.4.9,0,2,,,,,https://avatars.githubusercontent.com/u/41747359?v=4,
RecycleNet,Effective trash classification model using only a small number of annotated images.,sangminwoo,https://github.com/sangminwoo/RecycleNet.git,github,"trash-classification,attention,recyclenet,trashnet",Circular Economy and Waste,2022-02-03 12:00,18,0,4,checked,Python,circularfashion,,Python,,2018-10-26 03:51,MIT,0,55,2021-07-06 12:38,1,0,0,0,0.00000000,0.00000000,,,0,1,,,,,https://avatars.githubusercontent.com/u/91959849?v=4,
Ampere,Advanced Model Package for ElectRochemical Experiments.,nealde,https://github.com/nealde/Ampere.git,github,,Battery,2022-02-20 07:40,18,2,7,checked,Jupyter Notebook,dsr-18,,"Jupyter Notebook,C,Python",,2018-09-28 19:23,MIT,3,32,2021-04-25 02:53,6,0,3,0,0.00000000,0.00000000,,,0,1,,,checked,,https://avatars.githubusercontent.com/u/50706126?v=4,"vduseev/number-encoding,nealde/dash-flask-application"
"Asset-level Transition Risk in the Global Coal, Oil, and Gas Supply Chains","The global fossil fuel supply chain, mapped at the asset-level.",Lkruitwagen,https://github.com/Lkruitwagen/global-fossil-fuel-supply-chain.git,github,,Sustainable Investment,2021-11-05 09:46,18,0,16,,Jupyter Notebook,fund-model,,"Jupyter Notebook,Python,Shell",,2020-01-23 16:59,MIT,0,102,2021-02-01 20:02,9,10,11,0,0.50000000,0.02247191,,,0,4,,,,,https://avatars.githubusercontent.com/u/1495727?v=4,
eWaterCycle,Makes it easier to use hydrological models without having intimate knowledge about how to install and run the models.,eWaterCycle,https://github.com/eWaterCycle/ewatercycle.git,github,,Salt and Fresh Water,2022-01-14 10:47,18,0,18,checked,Python,eWaterCycle,,Python,,2018-08-29 15:47,CUSTOM,140,167,2022-02-03 14:41,74,121,221,4,1.80000000,0.46951220,2022-01-14 09:43,1.1.4,0,9,,,checked,checked,https://avatars.githubusercontent.com/u/12843269?v=4,
Tree-based Inland Hydraulic Routing Project,The program under development here seeks to effectively manage the traversal of a network of streams with defined hydraulic properties specifically for the purpose of hydraulic routing in an operational flood and water resources forecasting system.,NOAA-OWP,https://github.com/NOAA-OWP/t-route.git,github,,Water Supply,2022-01-19 21:16,18,0,10,checked,Python,NOAA-OWP,,"Python,Fortran,Cython,C,Makefile,Shell,CMake",,2020-03-26 12:34,CUSTOM,325,577,2022-02-16 13:03,125,258,400,16,0.20000000,0.44913628,2022-02-14 13:42,v2.2.0,8,9,,,,checked,https://avatars.githubusercontent.com/u/60660814?v=4,
ESGF PyClient, A Python package designed for interacting with the Earth System Grid Federation system.,ESGF,https://github.com/ESGF/esgf-pyclient.git,github,"esgf,opendap,search,logon",Environmental Knowledge Platforms,2021-12-06 00:01,18,17,8,checked,Python,ESGF,Earth System Grid Federation,"Python,Jupyter Notebook,Makefile",https://esgf-pyclient.readthedocs.io/en/latest/,2015-05-27 08:02,BSD-3-Clause,22,313,2021-11-03 16:53,14,38,66,1,0.00000000,0.52016129,2021-02-08 15:53,0.3.0,0,12,,,,,https://avatars.githubusercontent.com/u/1236619?v=4,"illacceptanything/illacceptanything,ESMValGroup/ESMValCore,euro-cordex/esgf-crawler,cedadev/cci-metrics,joelfiddes/TopoSCALE-CCI,IHCantabria/esfg_download,MRichards99/cci-metrics,bird-house/pyramid-phoenix,cedadev/cci-odp-ops-tests-esgf-search,cp4cds/qcapp,coecms/ARCCSSive,ACME-OUI/acme-web-fe,sterlingbaldwin/acme-web-fe,pacificclimate/esgf_download,laliberte/cdb_query,ESGF/esg-publisher,sterlingbaldwin/esgf_scrape"
onsset,A GIS based optimization tool that has been developed to support electrification planning and decision making for the achievement of energy access goals in currently unserved locations.,OnSSET,https://github.com/OnSSET/onsset.git,github,,Energy Modeling and Optimization,2022-02-14 13:04,18,1,8,checked,Python,OnSSET,The Open Source Spatial Electrification Tool,"Python,Jupyter Notebook",http://www.onsset.org,2019-05-27 15:17,CUSTOM,39,768,2022-01-11 14:07,21,69,125,2,0.00000000,0.68588469,,,0,8,,,,checked,https://avatars.githubusercontent.com/u/57988767?v=4,Adrianonsare/EnergyAnalytics
